dataset_name,label,source_type,trial_id,payload_name,payload_class,protocol_variant,prompt_name,prompt_family,token_count,character_count,line_count,whitespace_fraction,punctuation_fraction,digit_fraction,alphabetic_fraction,unique_token_fraction,repeated_token_fraction,mean_token_log_probability,median_token_log_probability,mean_generated_rank,p95_generated_rank,artifact_count_total,contains_backtick,contains_bracket_placeholder,contains_url_fragment,contains_latex_fragment,contains_html_fragment,contains_markdown_heading,contains_markdown_emphasis,contains_separator_line,notes,representation_name,segment_index,fraction_rank_le_16,fraction_rank_le_64
detector_full_message,1,nonseg_rankcloak,nonseg_ascii_b8__paper_sha256_hex_000__ascii_bytes_fixed_radix__b8__recipe_long_specific,paper_sha256_hex_000,sha256_hex,nonseg_ascii_b8,recipe_long_specific,recipe,171,795,8,0.1723270440251572,0.0314465408805031,0.0,0.7962264150943397,0.5730994152046783,0.4269005847953216,-3.3385426945279275,-3.2291440970555527,4.140350877192983,7.0,0,False,False,False,False,False,False,False,False,non-segmented exact-copy RankCloak cover,ascii_bytes_fixed_radix,,1.0,1.0
detector_full_message,1,nonseg_rankcloak,nonseg_ascii_b8__paper_sha256_hex_000__ascii_bytes_fixed_radix__b8__recipe_forum_exchange_specific,paper_sha256_hex_000,sha256_hex,nonseg_ascii_b8,recipe_forum_exchange_specific,recipe_forum_exchange,171,707,11,0.1838755304101838,0.0466760961810466,0.0042432814710042,0.7652050919377652,0.7309941520467836,0.2690058479532163,-3.335068730097972,-3.106607447097016,4.140350877192983,7.0,1,False,False,False,False,False,False,False,True,non-segmented exact-copy RankCloak cover,ascii_bytes_fixed_radix,,1.0,1.0
detector_full_message,1,nonseg_rankcloak,nonseg_ascii_b8__paper_sha256_hex_000__ascii_bytes_fixed_radix__b8__grocery_planning_note_specific,paper_sha256_hex_000,sha256_hex,nonseg_ascii_b8,grocery_planning_note_specific,grocery_planning,171,684,2,0.2149122807017544,0.0292397660818713,0.0,0.7529239766081871,0.7017543859649122,0.2982456140350877,-3.2388409220768315,-3.196503649568232,4.140350877192983,7.0,0,False,False,False,False,False,False,False,False,non-segmented exact-copy RankCloak cover,ascii_bytes_fixed_radix,,1.0,1.0
detector_full_message,1,nonseg_rankcloak,nonseg_ascii_b16__paper_sha256_hex_000__ascii_bytes_fixed_radix__b16__recipe_long_specific,paper_sha256_hex_000,sha256_hex,nonseg_ascii_b16,recipe_long_specific,recipe,128,516,37,0.1976744186046511,0.1065891472868217,0.0232558139534883,0.6686046511627907,0.5703125,0.4296875,-3.9558246077549457,-3.603126765706224,5.015625,8.0,2,False,True,False,False,False,False,False,True,non-segmented exact-copy RankCloak cover,ascii_bytes_fixed_radix,,1.0,1.0
detector_full_message,1,nonseg_rankcloak,nonseg_ascii_b16__paper_sha256_hex_000__ascii_bytes_fixed_radix__b16__recipe_forum_exchange_specific,paper_sha256_hex_000,sha256_hex,nonseg_ascii_b16,recipe_forum_exchange_specific,recipe_forum_exchange,128,544,12,0.1488970588235294,0.0900735294117647,0.0036764705882352,0.7573529411764706,0.828125,0.171875,-3.8412767103705208,-3.721629374113849,5.015625,8.0,2,False,True,False,False,True,False,False,False,non-segmented exact-copy RankCloak cover,ascii_bytes_fixed_radix,,1.0,1.0
detector_full_message,1,nonseg_rankcloak,nonseg_ascii_b16__paper_sha256_hex_000__ascii_bytes_fixed_radix__b16__grocery_planning_note_specific,paper_sha256_hex_000,sha256_hex,nonseg_ascii_b16,grocery_planning_note_specific,grocery_planning,128,566,5,0.1978798586572438,0.0300353356890459,0.0017667844522968,0.7667844522968198,0.796875,0.203125,-3.869603646539284,-3.450797679979388,5.015625,8.0,1,False,False,False,False,False,False,False,True,non-segmented exact-copy RankCloak cover,ascii_bytes_fixed_radix,,1.0,1.0
detector_full_message,1,nonseg_rankcloak,nonseg_hex_nibble_b16__paper_sha256_hex_000__raw_hex_nibbles__b16__recipe_long_specific,paper_sha256_hex_000,sha256_hex,nonseg_hex_nibble_b16,recipe_long_specific,recipe,64,260,1,0.173076923076923,0.0423076923076923,0.0076923076923076,0.7615384615384615,0.859375,0.140625,-4.564438522621933,-4.432685852044847,8.5625,15.0,0,False,False,False,False,False,False,False,False,non-segmented exact-copy RankCloak cover,raw_hex_nibbles,,1.0,1.0
detector_full_message,1,nonseg_rankcloak,nonseg_hex_nibble_b16__paper_sha256_hex_000__raw_hex_nibbles__b16__recipe_forum_exchange_specific,paper_sha256_hex_000,sha256_hex,nonseg_hex_nibble_b16,recipe_forum_exchange_specific,recipe_forum_exchange,64,317,5,0.1798107255520504,0.0315457413249211,0.0,0.7886435331230284,0.9375,0.0625,-4.429409134518369,-4.42506683613367,8.5625,15.0,1,False,True,False,False,False,False,False,False,non-segmented exact-copy RankCloak cover,raw_hex_nibbles,,1.0,1.0
detector_full_message,1,nonseg_rankcloak,nonseg_hex_nibble_b16__paper_sha256_hex_000__raw_hex_nibbles__b16__grocery_planning_note_specific,paper_sha256_hex_000,sha256_hex,nonseg_hex_nibble_b16,grocery_planning_note_specific,grocery_planning,64,301,1,0.1827242524916943,0.0265780730897009,0.0,0.7906976744186046,0.90625,0.09375,-4.560844940797212,-4.333055850803277,8.5625,15.0,0,False,False,False,False,False,False,False,False,non-segmented exact-copy RankCloak cover,raw_hex_nibbles,,1.0,1.0
detector_full_message,1,nonseg_rankcloak,nonseg_ascii_b8__paper_sha256_hex_001__ascii_bytes_fixed_radix__b8__recipe_long_specific,paper_sha256_hex_001,sha256_hex,nonseg_ascii_b8,recipe_long_specific,recipe,171,564,10,0.1702127659574468,0.1134751773049645,0.0460992907801418,0.6684397163120568,0.7309941520467836,0.2690058479532163,-3.4563876530420954,-3.263178316098916,3.947368421052632,7.0,3,False,True,False,True,False,False,True,False,non-segmented exact-copy RankCloak cover,ascii_bytes_fixed_radix,,1.0,1.0
